Token ID,Name,Status,Legend,Background,Background Points,Skin,Skin Points,Type,Type Points,Body,Body Points,Mouth,Mouth Points,Eyes,Eyes Points,Head,Head Points,Special,Special Points,Trait Subtotal,Collection Score,Status Bonus,Total UglyPoints,Overall Rank,Collection Rank,Scoring Tier
148,Squig #148,OG,,Light Blue Splash,70,Dark Brown Elf,80,Squig Elf,80,Born Ugly Tee,85,Mustache,85,Cyclops,65,Mountie,95,None,0,560,560,200,760,856,2969,OG
149,Squig #149,OG,,Purple,60,Green Elf,85,Squig Elf,80,Chain,95,Toothless,75,Suspect Cyclops,80,Yellow Punk,85,None,0,560,560,200,760,856,2969,OG
150,Squig #150,OG,,Purple Boom,70,Dark Brown,70,Squig,75,Blue Overalls,90,Toothless,75,Cyclops,65,Pink Bowl,85,Blunt,40,570,570,200,770,718,2450,OG
151,Squig #151,OG,,Pink Splash,70,Brown,70,Squig,75,Purple Tee,80,Oh,70,Suspect Cyclops,80,Blonde Pigtails,95,None,0,540,540,200,740,1131,3927,OG
152,Squig #152,OG,,Pink,60,Brown Elf,80,Squig Elf,80,White Suit,95,Sad,70,Cyclops,65,Green Ugly Cap,85,None,0,535,535,200,735,1176,4092,OG
153,Squig #153,OG,,Green Portal,80,Amphibian Green,110,Amphibian,110,Green Polo,90,Mustache,85,Triple,65,Nurse,95,None,0,635,635,200,835,93,249,OG
154,Squig #154,OG,,Orange Splash,70,Beige,70,Squig,75,Bowling Shirt,95,Open,70,Triple,65,White Bowl,95,E cigarette,55,595,595,200,795,413,1327,OG
155,Squig #155,OG,,Light Blue Portal,85,Amphibian Red,105,Amphibian,110,Flowers Overalls,95,Oh,70,Cyclops,65,Bow,90,None,0,620,620,200,820,183,517,OG
156,Squig #156,OG,,Purple Boom,70,Brown,70,Squig,75,Black Sweat,80,Oh,70,Triple Lashes,65,Construction Cone,120,None,0,550,550,200,750,1004,3487,OG
157,Squig #157,OG,,Grey,60,Brown,70,Squig,75,Blue Puffy,90,Futuristic Mask,100,Triple,65,Zeus Hand,125,Multi Earring,25,610,610,200,810,269,810,OG
158,Squig #158,OG,,Green,60,Dark Brown Elf,80,Squig Elf,80,Varisty Blue,90,Oh,70,Angry Triple,75,Donuts,125,None,0,580,580,200,780,575,1928,OG
159,Squig #159,OG,,Grey Splash,70,Beige,70,Squig,75,Chain,95,Sad,70,Angry Triple,75,Yellow Bowl,85,None,0,540,540,200,740,1131,3927,OG
160,Squig #160,OG,,Light Blue Portal,85,Purple,80,Squig,75,Army Tee,95,Neutral,65,Triple,65,Purple Punk,90,None,0,555,555,200,755,933,3233,OG
161,Squig #161,OG,,Purple Boom,70,Purple Elf,85,Squig Elf,80,Beige Jacket,90,Neutral,65,Angry Triple,75,Pink Ugly Cap,95,None,0,560,560,200,760,856,2969,OG
162,Squig #162,OG,,Yellow Splash,70,Dark Zombie,95,Zombie,110,White Tee Red Bandana,90,Blue Tongue,85,Triple,65,Afro Brown,100,Gold Earring,20,635,635,200,835,93,249,OG
163,Squig #163,OG,,Green,60,Dark Robot,110,Robot,120,White Sweat,90,Neutral,65,Bionic,80,Green Ugly Cap,85,None,0,610,610,200,810,269,810,OG
164,Squig #164,OG,,Green,60,Green Elf,85,Squig Elf,80,Blue Puffy,90,Giant Tongue,90,Cyclops,65,Bunny,115,None,0,585,585,200,785,522,1724,OG
165,Squig #165,OG,,Light Blue,60,Crystal Elf,115,Squig Elf,80,Green White Polo,90,Open,70,Triple,65,Brown Hair Bandana,95,None,0,575,575,200,775,650,2189,OG
166,Squig #166,OG,,Light Blue Portal,85,Crystal Elf,115,Squig Elf,80,Blue Puffy,90,Afraid,70,Cyclops,65,Green Visor,110,Multi Earring,25,640,640,200,840,76,194,OG
167,Squig #167,OG,,Light Blue Portal,85,Amphibian Purple,105,Amphibian,110,Ninja,105,Sad,70,Cyclops Lashes,65,Green Ugly Cap,85,None,0,625,625,200,825,143,403,OG
168,Squig #168,OG,,Orange,60,Green,80,Squig,75,Cowboy Red,90,Smile,70,Angry Cyclops Lashes,75,Bow,90,Gold Earring,20,560,560,200,760,856,2969,OG
169,Squig #169,OG,,Grey Splash,70,Crystal,110,Squig,75,Black Tee,85,Afraid,70,Triple Lashes,65,White Backwards Cap,95,None,0,570,570,200,770,718,2450,OG
170,Squig #170,OG,,Pink Boom,70,Green,80,Squig,75,Born Ugly Tee,85,Neutral,65,Sleepy Triple,75,Robber Mask,140,None,0,590,590,200,790,471,1522,OG
171,Squig #171,OG,,Pink Boom,70,Purple,80,Squig,75,Prison,90,Smile,70,Triple Lashes,65,Ski Goggles,110,None,0,560,560,200,760,856,2969,OG
172,Squig #172,OG,,Purple Boom,70,Beige,70,Squig,75,Ugly Football Club,95,Neutral,65,Triple,65,Cowboy,95,None,0,535,535,200,735,1176,4092,OG
173,Squig #173,OG,,Pink,60,Amphibian Purple,105,Amphibian,110,Triangle Longue Tee,85,Open,70,Triple,65,Green Ugly Cap,85,None,0,580,580,200,780,575,1928,OG
174,Squig #174,OG,,Purple,60,Dark Brown,70,Squig,75,Black Jacket,90,Smile,70,Cyclops,65,Pink Beanie,95,None,0,525,525,200,725,1244,4335,OG
175,Squig #175,OG,,Grey,60,Green Elf,85,Squig Elf,80,Born Ugly Tee,85,Afraid,70,Angry Cyclops,70,Crown,110,None,0,560,560,200,760,856,2969,OG
176,Squig #176,OG,,Green Portal,80,Purple Elf,85,Squig Elf,80,Black Tank,80,Afraid,70,Angry Triple,75,Green Beanie,90,None,0,560,560,200,760,856,2969,OG
177,Squig #177,OG,,Green Splash,70,Dark Brown,70,Squig,75,Pink Hoodie,85,Sad,70,Angry Triple,75,Yellow Bowl,85,None,0,530,530,200,730,1225,4255,OG
178,Squig #178,OG,,Pink,60,Dark Robot,110,Robot,120,Iridescent Bralette,105,Neutral,65,Triple,65,Crown,110,None,0,635,635,200,835,93,249,OG
179,Squig #179,OG,,Yellow,60,Green Elf,85,Squig Elf,80,Baseball Jersey Red,90,Giant Tongue,90,Suspect Cyclops,80,Ugly Black Cap,95,Gold Earring,20,600,600,200,800,356,1127,OG
180,Squig #180,OG,,Green Boom,70,Amphibian Green,110,Amphibian,110,White Tank,80,Tape,90,Bionic,80,Yellow Bowl,85,None,0,625,625,200,825,143,403,OG
181,Squig #181,OG,,Pink,60,Purple,80,Squig,75,Blue Overalls,90,Afraid,70,Angry Cyclops,70,Pirate,115,None,0,560,560,200,760,856,2969,OG
182,Squig #182,OG,,Green Boom,70,Brown Elf,80,Squig Elf,80,Black Tee,85,Tape,90,Cyclops,65,Bunny,115,None,0,585,585,200,785,522,1724,OG
183,Squig #183,OG,,Yellow Boom,70,Green,80,Squig,75,Born Ugly Tank Yellow,90,Ugly Candy,105,Angry Cyclops,70,Watermelon Bucket,110,None,0,600,600,200,800,356,1127,OG
184,Squig #184,OG,,Purple Splash,70,Beige Elf,80,Squig Elf,80,Blue Surf Lycra,90,Sad,70,Triple,65,Green Cap,90,None,0,545,545,200,745,1066,3709,OG
185,Squig #185,OG,,Grey Splash,70,Beige Elf,80,Squig Elf,80,Cowboy Green,100,Oh,70,Cyclops Lashes,65,Pink Bowl,85,None,0,550,550,200,750,1004,3487,OG
186,Squig #186,OG,,Orange Splash,70,Dark Brown,70,Squig,75,Black Sweat,80,Ugly Candy,105,Bionic Lashes,80,Blonde Pigtails,95,None,0,575,575,200,775,650,2189,OG
187,Squig #187,OG,,Orange,60,Zombie,100,Zombie,110,Flowers Shirt,95,Toothless,75,Sleepy Triple,75,Multi Cap,105,Blunt,40,660,660,200,860,43,71,OG
188,Squig #188,OG,,Light Blue,60,Dark Brown,70,Squig,75,Black Jacket,90,Neutral,65,Angry Triple Lashes,75,Bow,90,None,0,525,525,200,725,1244,4335,OG
189,Squig #189,OG,,Orange Boom,70,Green Elf,85,Squig Elf,80,Varsity Green,95,Smile,70,Angry Cyclops Lashes,75,Parted,95,None,0,570,570,200,770,718,2450,OG
190,Squig #190,OG,,Purple,60,Brown,70,Squig,75,Black Hoodie,85,Sad,70,Triple,65,Rice Dome,115,None,0,540,540,200,740,1131,3927,OG
191,Squig #191,OG,,Grey,60,Brown,70,Squig,75,Naked,90,Sad,70,Cyclops Lashes,65,Blonde Hair Bandana,90,Sad Necklace,35,555,555,200,755,933,3233,OG
192,Squig #192,OG,,Light Blue,60,Dark Brown Elf,80,Squig Elf,80,Futuristic Armor,115,Open,70,Angry Triple Lashes,75,Green Ugly Cap,85,None,0,565,565,200,765,778,2713,OG
193,Squig #193,OG,,Pink,60,Purple,80,Squig,75,Multi Overalls,90,Afraid,70,Sleepy Triple,75,Green Cap,90,Sad Necklace,35,575,575,200,775,650,2189,OG
194,Squig #194,OG,,Purple Boom,70,Dark Brown,70,Squig,75,Army Tee,95,Neutral,65,Cyclops,65,Mountie,95,None,0,535,535,200,735,1176,4092,OG
195,Squig #195,OG,,Pink,60,Amphibian Purple,105,Amphibian,110,Black Sweat,80,Afraid,70,Triple,65,Purple Punk,90,None,0,580,580,200,780,575,1928,OG
196,Squig #196,OG,,Green Boom,70,Purple,80,Squig,75,Baseball Jersey Red,90,Smile,70,Cyclops Lashes,65,Grey Boom Bucket,105,Multi Earring,25,580,580,200,780,575,1928,OG
197,Squig #197,OG,,Orange,60,Dark Brown Elf,80,Squig Elf,80,Boxing Gloves,95,Smile,70,Anger Cyclops,75,Crown,110,None,0,570,570,200,770,718,2450,OG
198,Squig #198,OG,,Purple Portal,80,Purple,80,Squig,75,XRay Tee,100,Afraid,70,Triple Lashes,65,Captain,105,Monocle,40,615,615,200,815,220,658,OG
199,Squig #199,OG,,Purple Portal,80,Beige Elf,80,Squig Elf,80,Fastfood Shirt,100,Sad,70,Triple Lashes,65,Blue Ugly Cap,95,None,0,570,570,200,770,718,2450,OG
200,Squig #200,OG,,Grey Splash,70,Dark Brown,70,Squig,75,Ugly Lifeguard,105,Ugly Candy,105,Triple Lashes,65,White Backwards Cap,95,None,0,585,585,200,785,522,1724,OG
201,Squig #201,OG,,Yellow,60,Brown Elf,80,Squig Elf,80,Green Polo,90,Giant Tongue,90,Surgery Lashes,85,Green Beanie,90,Gold Earring,20,595,595,200,795,413,1327,OG
202,Squig #202,OG,,Orange,60,Beige Elf,80,Squig Elf,80,Born Ugly Tee,85,Sad,70,Triple Lashes,65,Blonde Hair Bandana,90,None,0,530,530,200,730,1225,4255,OG
203,Squig #203,OG,,Purple Boom,70,Green,80,Squig,75,Green White Polo,90,Afraid,70,Eye Patch,90,Proud To Be Ugly,115,None,0,590,590,200,790,471,1522,OG
204,Squig #204,OG,,Purple,60,Dark Zombie,95,Zombie,110,Black Tank,80,Neutral,65,Triple Lashes,65,Cowboy,95,None,0,570,570,200,770,718,2450,OG
205,Squig #205,OG,,Yellow,60,Dark Zombie,95,Zombie,110,Red Tracksuit,90,Blue Tongue,85,Angry Cyclops,70,Yellow Punk,85,None,0,595,595,200,795,413,1327,OG
206,Squig #206,OG,,Light Blue Boom,70,Green Elf,85,Squig Elf,80,Ugly Side of the Moon,105,Smile,70,Anger Cyclops,75,White Bowl,95,Parakeet,45,625,625,200,825,143,403,OG
207,Squig #207,OG,,Green Splash,70,Amphibian Red,105,Amphibian,110,Super Ugly,110,Smile,70,Cyclops Lashes,65,Bald,95,None,0,625,625,200,825,143,403,OG
208,Squig #208,OG,,Light Blue Portal,85,Dark Brown Elf,80,Squig Elf,80,Ugly Football Club Black,95,Oh,70,Angry Cyclops,70,Pink Sunhat,90,None,0,570,570,200,770,718,2450,OG
209,Squig #209,OG,,Pink Portal,80,Dark Brown,70,Squig,75,Native Shirt,95,Giant Iridescent Tongue,100,Angry Triple,75,Green Cap,90,Gold Earring,20,605,605,200,805,303,962,OG
210,Squig #210,OG,,Purple Boom,70,Purple,80,Squig,75,Fast Food Hoodie,105,Smile,70,Triple Lashes,65,Green Ugly Cap,85,None,0,550,550,200,750,1004,3487,OG
211,Squig #211,OG,,Grey Splash,70,Dark Brown,70,Squig,75,Purple Tee,80,Oh,70,Angry Cyclops,70,Construction Cone,120,None,0,555,555,200,755,933,3233,OG
212,Squig #212,OG,,Orange Splash,70,Crystal,110,Squig,75,White Tank,80,Neutral,65,Triple Lashes,65,Brown Hair Bandana,95,None,0,560,560,200,760,856,2969,OG
213,Squig #213,OG,,Pink,60,Amphibian Red,105,Amphibian,110,Fishnet,100,Giant Iridescent Tongue,100,Triple,65,Pink Bowl,85,None,0,625,625,200,825,143,403,OG
214,Squig #214,OG,,Pink Portal,80,Beige,70,Squig,75,Ugly Football Club,95,Neutral,65,Triple,65,Pink Beanie,95,None,0,545,545,200,745,1066,3709,OG
215,Squig #215,OG,,Green,60,Robot,105,Robot,120,Green Tee,85,Duck,95,Sleepy Triple,75,Yellow Punk,85,None,0,625,625,200,825,143,403,OG
216,Squig #216,OG,,Light Blue Boom,70,Zombie,100,Zombie,110,White Army Tee,95,Neutral,65,Bionic,80,Pink Sunhat,90,Gold Earring,20,630,630,200,830,121,321,OG
217,Squig #217,OG,,Grey Splash,70,Brown,70,Squig,75,Boxing Gloves,95,Mustache,85,Triple,65,Brown Pigtails,95,None,0,555,555,200,755,933,3233,OG
218,Squig #218,OG,,Green,60,Brown Elf,80,Squig Elf,80,Red Bathrobe,95,Open,70,Angry Triple Lashes,75,Giant Purple Mountie,125,None,0,585,585,200,785,522,1724,OG
219,Squig #219,OG,,Green Portal,80,Zombie,100,Zombie,110,Black Tee,85,Neutral,65,Triple Lashes,65,Mountie,95,Sad Necklace,35,635,635,200,835,93,249,OG
220,Squig #220,OG,,Yellow,60,Crystal Elf,115,Squig Elf,80,Ugly Tracksuit,100,Oh,70,Angry Triple Lashes,75,Black Backwards Cap,95,Monocle,40,635,635,200,835,93,249,OG
221,Squig #221,OG,Purple Yeti,,0,,0,,0,,0,,0,,0,,0,,0,0,1000,200,1200,1,1,OG Legendary
222,Squig #222,OG,,Grey Portal,80,Beige,70,Squig,75,Black Tank,80,Sad,70,Triple,65,Ugly Pale Ale,105,Multi Earring,25,570,570,200,770,718,2450,OG
223,Squig #223,OG,,Pink Splash,70,Green Elf,85,Squig Elf,80,Yellow Pink Polo,85,Open,70,Cyclops Lashes,65,Afro Brown,100,Gold Earring,20,575,575,200,775,650,2189,OG
224,Squig #224,OG,,Pink,60,Beige,70,Squig,75,Iridescent Bralette,105,Mustache,85,Triple Lashes,65,Green Cap,90,None,0,550,550,200,750,1004,3487,OG
225,Squig #225,OG,,Pink,60,Brown Elf,80,Squig Elf,80,Born Ugly Tank,90,Sad,70,Cyclops,65,Fire,110,None,0,555,555,200,755,933,3233,OG
226,Squig #226,OG,,Orange Portal,80,Purple,80,Squig,75,Army Tee,95,Mustache,85,Bionic Lashes,80,Pink Sunhat,90,None,0,585,585,200,785,522,1724,OG
227,Squig #227,OG,,Light Blue Splash,70,Brown,70,Squig,75,Blue Tracksuit,90,Oh,70,Bionic,80,Watermelon Bucket,110,Green Laser,50,615,615,200,815,220,658,OG
228,Squig #228,OG,,Green Portal,80,Beige,70,Squig,75,Yellow Puffy,90,Smile,70,Angry Cyclops Lashes,75,Brain Bucket,110,None,0,570,570,200,770,718,2450,OG
229,Squig #229,OG,,Orange Boom,70,Dark Brown Elf,80,Squig Elf,80,Blue Overalls,90,Afraid,70,Triple Lashes,65,Rainbow,130,None,0,585,585,200,785,522,1724,OG
230,Squig #230,OG,,Sky,80,Crystal Elf,115,Squig Elf,80,Born Ugly Tee,85,Giant Tongue,90,Suspect Cyclops,80,Brown Hair Bandana,95,None,0,625,625,200,825,143,403,OG
231,Squig #231,OG,,Purple,60,Zombie,100,Zombie,110,Blue Puffy,90,Neutral,65,Angry Cyclops Lashes,75,Pot Head,110,None,0,610,610,200,810,269,810,OG
232,Squig #232,OG,,Light Blue Portal,85,Beige,70,Squig,75,Flowers Shirt,95,Smile,70,Triple,65,Human Air,125,None,0,585,585,200,785,522,1724,OG
233,Squig #233,OG,,Orange Boom,70,Dark Robot,110,Robot,120,Black Suit,95,Giant Tongue,90,Angry Triple,75,Yellow Bowl,85,None,0,645,645,200,845,63,145,OG
234,Squig #234,OG,,Purple Boom,70,Beige Elf,80,Squig Elf,80,White Tee,85,Neutral,65,Triple,65,Mountie,95,None,0,540,540,200,740,1131,3927,OG
235,Squig #235,OG,,Light Blue Boom,70,Brown Elf,80,Squig Elf,80,Varsity Green,95,Duck,95,Angry Cyclops,70,Plunger,115,None,0,605,605,200,805,303,962,OG
236,Squig #236,OG,,Purple Splash,70,Dark Brown,70,Squig,75,Baseball Jersey Blue,90,Neutral,65,Angry Cyclops Lashes,75,Bow,90,None,0,535,535,200,735,1176,4092,OG
237,Squig #237,OG,,Yellow Portal,85,Dark Brown Elf,80,Squig Elf,80,Neanderthal Suit,115,Neutral,65,Triple,65,Crown,110,Gold Earring,20,620,620,200,820,183,517,OG
238,Squig #238,OG,,Grey Boom,70,Amphibian Red,105,Amphibian,110,Fishnet,100,Open,70,Triple Lashes,65,Nurse,95,None,0,615,615,200,815,220,658,OG
239,Squig #239,OG,,Purple Boom,70,Green Elf,85,Squig Elf,80,Beavis Tee,105,Smile,70,Suspect Cyclops,80,White Backwards Cap,95,Gold Earring,20,605,605,200,805,303,962,OG
240,Squig #240,OG,,Grey Boom,70,Brown Elf,80,Squig Elf,80,Dog Tank,85,Sad,70,Eye Patch,90,Nurse,95,Sad Necklace,35,605,605,200,805,303,962,OG
241,Squig #241,OG,,Light Blue,60,Brown,70,Squig,75,Black Tee,85,Sad,70,Angry Cyclops Lashes,75,3D,110,Smile Necklace,30,575,575,200,775,650,2189,OG
242,Squig #242,OG,,Pink Boom,70,Crystal Elf,115,Squig Elf,80,Born Ugly Tank,90,Sad,70,Cyclops Lashes,65,Fire,110,None,0,600,600,200,800,356,1127,OG
243,Squig #243,OG,,Yellow Splash,70,Amphibian Green,110,Amphibian,110,Pink Jacket,90,Sad,70,Angry Cyclops Lashes,75,Pink Bowl,85,None,0,610,610,200,810,269,810,OG
244,Squig #244,OG,,Pink Splash,70,Brown,70,Squig,75,Beige Jacket,90,Toothless,75,Triple Lashes,65,Pink Ugly Cap,95,Monocle,40,580,580,200,780,575,1928,OG
245,Squig #245,OG,,Pink,60,Beige,70,Squig,75,White Army Tee,95,Tongue,80,Eye Patch,90,Giant Purple Mountie,125,None,0,595,595,200,795,413,1327,OG
246,Squig #246,OG,,Purple,60,Dark Brown,70,Squig,75,Black Sweat,80,Oh,70,Suspect Cyclops,80,Pink Cowboy,100,None,0,535,535,200,735,1176,4092,OG
247,Squig #247,OG,,Purple Portal,80,Brown,70,Squig,75,Basketball Red,105,Tongue,80,Cyclops,65,Pink Beanie,95,None,0,570,570,200,770,718,2450,OG
248,Squig #248,OG,,Green Splash,70,Brown Elf,80,Squig Elf,80,White Bralette,90,Sad,70,Bionic Lashes,80,Crown,110,None,0,580,580,200,780,575,1928,OG
249,Squig #249,OG,,Sky,80,Dark Brown,70,Squig,75,Multi Overalls,90,Toothless,75,Cyclops,65,Space Brain,120,Smile Necklace,30,605,605,200,805,303,962,OG
250,Squig #250,OG,,Purple Portal,80,Green Elf,85,Squig Elf,80,Green Polo,90,Smile,70,Angry Cyclops Lashes,75,White Backwards Cap,95,None,0,575,575,200,775,650,2189,OG
251,Squig #251,OG,,Pink Splash,70,Purple Elf,85,Squig Elf,80,Flowers Shirt,95,Oh,70,Cyclops,65,Visor With Hair,105,None,0,570,570,200,770,718,2450,OG
252,Squig #252,OG,,Green Splash,70,Amphibian Green,110,Amphibian,110,Black Sweat,80,Sewn,90,Triple Lashes,65,Black Cap,90,None,0,615,615,200,815,220,658,OG
253,Squig #253,OG,,Purple Boom,70,Dark Brown,70,Squig,75,Born Ugly Tee,85,Mustache,85,Anger Cyclops,75,Flower Hat,110,None,0,570,570,200,770,718,2450,OG
254,Squig #254,OG,,Light Blue,60,Purple Elf,85,Squig Elf,80,Triangle Longue Tee,85,Neutral,65,Bionic,80,Multi Cap,105,Yellow Laser,55,615,615,200,815,220,658,OG
255,Squig #255,OG,,Grey Splash,70,Beige,70,Squig,75,Chain,95,Afraid,70,Angry Triple,75,Pot Head,110,None,0,565,565,200,765,778,2713,OG
256,Squig #256,OG,,Grey Portal,80,Beige,70,Squig,75,Ugly Scene,110,Neutral,65,Bionic,80,Skate Black,115,None,0,595,595,200,795,413,1327,OG
257,Squig #257,OG,,Purple Splash,70,Brown Elf,80,Squig Elf,80,Dog Tank,85,Sad,70,Sleepy Triple,75,Nurse,95,None,0,555,555,200,755,933,3233,OG
258,Squig #258,OG,,Pink Boom,70,Dark Robot,110,Robot,120,Triangle Longue Tee,85,Sad,70,Triple Lashes,65,Bow,90,None,0,610,610,200,810,269,810,OG
259,Squig #259,OG,,Purple,60,Beige Elf,80,Squig Elf,80,Purple Hoodie,85,Neutral,65,Triple,65,Skate Pink,110,Piranha,50,595,595,200,795,413,1327,OG
260,Squig #260,OG,,Sky,80,Green Elf,85,Squig Elf,80,Born Ugly Tank Yellow,90,Sad,70,Surgery Lashes,85,Bow,90,None,0,580,580,200,780,575,1928,OG
261,Squig #261,OG,,Light Blue,60,Green,80,Squig,75,White Tee,85,Smile,70,Angry Cyclops,70,Afro Brown,100,None,0,540,540,200,740,1131,3927,OG
262,Squig #262,OG,,Orange,60,Dark Brown Elf,80,Squig Elf,80,Blue Surf Lycra,90,Smile,70,Cyclops,65,Lemon Sunhat,105,None,0,550,550,200,750,1004,3487,OG
263,Squig #263,OG,,Pink Portal,80,Dark Brown,70,Squig,75,Boxing Gloves,95,Afraid,70,Cyclops Lashes,65,Headphones,105,None,0,560,560,200,760,856,2969,OG
264,Squig #264,OG,,Orange Splash,70,Green Elf,85,Squig Elf,80,Beavis Tee,105,Tape,90,Surgery Lashes,85,Ugly Black Cap,95,None,0,610,610,200,810,269,810,OG
265,Squig #265,OG,,Green,60,Dark Brown,70,Squig,75,Blue Surf Lycra,90,Afraid,70,Bionic Lashes,80,Brown Pigtails,95,None,0,540,540,200,740,1131,3927,OG
266,Squig #266,OG,,Pink Boom,70,Brown Elf,80,Squig Elf,80,Ugly Side of the Moon,105,Oh,70,Triple,65,Lobby,110,None,0,580,580,200,780,575,1928,OG
267,Squig #267,OG,,Pink Boom,70,Dark Zombie,95,Zombie,110,Airplane Emergency Vest,105,Toothless,75,Anger Cyclops,75,Pink Sunhat,90,Blunt,40,660,660,200,860,43,71,OG
268,Squig #268,OG,,Orange Splash,70,Green Elf,85,Squig Elf,80,Born Ugly Tank,90,Afraid,70,Angry Cyclops,70,Dread,110,None,0,575,575,200,775,650,2189,OG
269,Squig #269,OG,,Green,60,Beige,70,Squig,75,Pink Hoodie,85,Oh,70,Triple Lashes,65,Rainbow,130,None,0,555,555,200,755,933,3233,OG
270,Squig #270,OG,,Grey Splash,70,Purple,80,Squig,75,Boxing Gloves,95,Smile,70,Angry Triple,75,Multi Cap,105,Multi Earring,25,595,595,200,795,413,1327,OG
271,Squig #271,OG,,Pink,60,Beige,70,Squig,75,Red Tracksuit,90,Oh,70,Cyclops,65,Ugly Pale Ale,105,None,0,535,535,200,735,1176,4092,OG
272,Squig #272,OG,,Yellow,60,Green,80,Squig,75,Flame Sweat,95,Oh,70,Triple Lashes,65,Pink Sunhat,90,None,0,535,535,200,735,1176,4092,OG
273,Squig #273,OG,,Orange Splash,70,Dark Brown Elf,80,Squig Elf,80,Baseball Jersey Red,90,Tongue,80,Angry Triple Lashes,75,Rice Dome,115,None,0,590,590,200,790,471,1522,OG
274,Squig #274,OG,,Green Splash,70,Dark Brown,70,Squig,75,White Tee Red Bandana,90,Smile,70,Bionic,80,Gold Bow,120,Yellow Laser,55,630,630,200,830,121,321,OG
275,Squig #275,OG,,Light Blue Boom,70,Purple,80,Squig,75,Blue Overalls,90,Neutral,65,Angry Cyclops Lashes,75,Ski Goggles,110,None,0,565,565,200,765,778,2713,OG
276,Squig #276,OG,,Grey Splash,70,Dark Zombie,95,Zombie,110,Baseball Jersey Blue,90,Toothless,75,Cyclops,65,Ugly Black Cap,95,Blunt,40,640,640,200,840,76,194,OG
277,Squig #277,OG,,Orange,60,Purple,80,Squig,75,Beige Jacket,90,Ball Gag,100,Surgery Lashes,85,Pink Beanie,95,None,0,585,585,200,785,522,1724,OG
278,Squig #278,OG,,Green Splash,70,Beige Elf,80,Squig Elf,80,Black Sweat,80,Neutral,65,Triple Lashes,65,Cowboy,95,None,0,535,535,200,735,1176,4092,OG
279,Squig #279,OG,,Grey,60,Dark Robot,110,Robot,120,Born Ugly Tank,90,Duck,95,Angry Cyclops,70,Fresh Cut,100,None,0,645,645,200,845,63,145,OG
280,Squig #280,OG,,Grey,60,Beige,70,Squig,75,Tattoo,105,Open,70,Sleepy Triple,75,Mono Pigtail,105,Blunt,40,600,600,200,800,356,1127,OG
281,Squig #281,OG,,Grey Splash,70,Beige Elf,80,Squig Elf,80,Tattoo,105,Blue Tongue,85,Bionic Lashes,80,Flowers,105,None,0,605,605,200,805,303,962,OG
282,Squig #282,OG,,Pink Boom,70,Purple,80,Squig,75,Multi Overalls,90,Toothless,75,Angry Cyclops,70,Yellow Punk,85,None,0,545,545,200,745,1066,3709,OG
283,Squig #283,OG,,Orange,60,Beige Elf,80,Squig Elf,80,Baseball Jersey Red,90,Sad,70,Cyclops,65,Sombrero,110,Dino,45,600,600,200,800,356,1127,OG
284,Squig #284,OG,,Yellow Portal,85,Green,80,Squig,75,Blue Overalls,90,Sewn,90,Sleepy Triple,75,Fire,110,None,0,605,605,200,805,303,962,OG
285,Squig #285,OG,,Yellow Boom,70,Green Elf,85,Squig Elf,80,Basketball Red,105,Giant Iridescent Tongue,100,Angry Triple Lashes,75,Bandana,100,None,0,615,615,200,815,220,658,OG
286,Squig #286,OG,,Pink Portal,80,Beige,70,Squig,75,Baseball Jersey Red,90,Smile,70,Angry Cyclops Lashes,75,Blue Ugly Cap,95,Ugly Necklace,40,595,595,200,795,413,1327,OG
287,Squig #287,OG,,Purple Splash,70,Beige,70,Squig,75,Army Tee,95,Oh,70,Angry Cyclops,70,Giant Mountie,125,None,0,575,575,200,775,650,2189,OG
288,Squig #288,OG,,Light Blue,60,Beige Elf,80,Squig Elf,80,Baseball Jersey Blue,90,Gold Giant Tongue,100,Angry Triple,75,Mountie,95,Gold Earring,20,600,600,200,800,356,1127,OG
289,Squig #289,OG,,Yellow,60,Brown Elf,80,Squig Elf,80,Boxing Gloves,95,Sad,70,Triple Lashes,65,Dread,110,None,0,560,560,200,760,856,2969,OG
290,Squig #290,OG,,Yellow,60,Dark Brown,70,Squig,75,Red Bralette,90,Open,70,Cyclops Lashes,65,Dread,110,None,0,540,540,200,740,1131,3927,OG
291,Squig #291,OG,,Light Blue,60,Beige,70,Squig,75,Pink Jacket,90,Giant Tongue,90,Surgery,85,Bandana,100,Multi Earring,25,595,595,200,795,413,1327,OG
292,Squig #292,OG,,Yellow Boom,70,Dark Zombie,95,Zombie,110,Cowboy Red,90,Blue Tongue,85,Bionic Lashes,80,Pink Ugly Cap,95,Yellow Laser,55,680,680,200,880,36,43,OG
293,Squig #293,OG,,Purple Splash,70,Robot,105,Robot,120,Yellow Pink Polo,85,Sad,70,Triple,65,Purple Punk,90,None,0,605,605,200,805,303,962,OG
294,Squig #294,OG,,Green,60,Beige,70,Squig,75,Airplane Emergency Vest,105,Toothless,75,Angry Triple,75,Ugly Black Cap,95,None,0,555,555,200,755,933,3233,OG
295,Squig #295,OG,,Light Blue Portal,85,Dark Brown Elf,80,Squig Elf,80,Blue Puffy,90,Smile,70,Angry Cyclops,70,Pink Sunhat,90,None,0,565,565,200,765,778,2713,OG
296,Squig #296,OG,,Orange Splash,70,Dark Brown Elf,80,Squig Elf,80,Red Tracksuit,90,Neutral,65,Surgery Lashes,85,Watermelon Bucket,110,None,0,580,580,200,780,575,1928,OG
