tokenID,name,description,file_name,attributes[Background],attributes[Skin],attributes[Type],attributes[Status],attributes[Body],attributes[Mouth],attributes[Eyes],attributes[Head],attributes[Special],attributes[Legend]
154,Squig #154,"4,444 Creatures from another world come to observe and imitate Humans.",154.png,Orange Splash,Beige,Squig,OG,Bowling Shirt,Open,Triple,White Bowl,E cigarette,
155,Squig #155,"4,444 Creatures from another world come to observe and imitate Humans.",155.png,Light Blue Portal,Amphibian Red,Amphibian,OG,Flowers Overalls,Oh,Cyclops,Bow,None,
156,Squig #156,"4,444 Creatures from another world come to observe and imitate Humans.",156.png,Purple Boom,Brown,Squig,OG,Black Sweat,Oh,Triple Lashes,Construction Cone,None,
157,Squig #157,"4,444 Creatures from another world come to observe and imitate Humans.",157.png,Grey,Brown,Squig,OG,Blue Puffy,Futuristic Mask,Triple,Zeus Hand,Multi Earring,
158,Squig #158,"4,444 Creatures from another world come to observe and imitate Humans.",158.png,Green,Dark Brown Elf,Squig Elf,OG,Varisty Blue,Oh,Angry Triple,Donuts,None,
159,Squig #159,"4,444 Creatures from another world come to observe and imitate Humans.",159.png,Grey Splash,Beige,Squig,OG,Chain,Sad,Angry Triple,Yellow Bowl,None,
160,Squig #160,"4,444 Creatures from another world come to observe and imitate Humans.",160.png,Light Blue Portal,Purple,Squig,OG,Army Tee,Neutral,Triple,Purple Punk,None,
161,Squig #161,"4,444 Creatures from another world come to observe and imitate Humans.",161.png,Purple Boom,Purple Elf,Squig Elf,OG,Beige Jacket,Neutral,Angry Triple,Pink Ugly Cap,None,
162,Squig #162,"4,444 Creatures from another world come to observe and imitate Humans.",162.png,Yellow Splash,Dark Zombie,Zombie,OG,White Tee Red Bandana,Blue Tongue,Triple,Afro Brown,Gold Earring,
163,Squig #163,"4,444 Creatures from another world come to observe and imitate Humans.",163.png,Green,Dark Robot,Robot,OG,White Sweat,Neutral,Bionic,Green Ugly Cap,None,
164,Squig #164,"4,444 Creatures from another world come to observe and imitate Humans.",164.png,Green,Green Elf,Squig Elf,OG,Blue Puffy,Giant Tongue,Cyclops,Bunny,None,
165,Squig #165,"4,444 Creatures from another world come to observe and imitate Humans.",165.png,Light Blue,Crystal Elf,Squig Elf,OG,Green White Polo,Open,Triple,Brown Hair Bandana,None,
166,Squig #166,"4,444 Creatures from another world come to observe and imitate Humans.",166.png,Light Blue Portal,Crystal Elf,Squig Elf,OG,Blue Puffy,Afraid,Cyclops,Green Visor,Multi Earring,
167,Squig #167,"4,444 Creatures from another world come to observe and imitate Humans.",167.png,Light Blue Portal,Amphibian Purple,Amphibian,OG,Ninja,Sad,Cyclops Lashes,Green Ugly Cap,None,
168,Squig #168,"4,444 Creatures from another world come to observe and imitate Humans.",168.png,Orange,Green,Squig,OG,Cowboy Red,Smile,Angry Cyclops Lashes,Bow,Gold Earring,
169,Squig #169,"4,444 Creatures from another world come to observe and imitate Humans.",169.png,Grey Splash,Crystal,Squig,OG,Black Tee,Afraid,Triple Lashes,White Backwards Cap,None,
170,Squig #170,"4,444 Creatures from another world come to observe and imitate Humans.",170.png,Pink Boom,Green,Squig,OG,Born Ugly Tee,Neutral,Sleepy Triple,Robber Mask,None,
171,Squig #171,"4,444 Creatures from another world come to observe and imitate Humans.",171.png,Pink Boom,Purple,Squig,OG,Prison,Smile,Triple Lashes,Ski Goggles,None,
172,Squig #172,"4,444 Creatures from another world come to observe and imitate Humans.",172.png,Purple Boom,Beige,Squig,OG,Ugly Football Club,Neutral,Triple,Cowboy,None,
173,Squig #173,"4,444 Creatures from another world come to observe and imitate Humans.",173.png,Pink,Amphibian Purple,Amphibian,OG,Triangle Longue Tee,Open,Triple,Green Ugly Cap,None,
174,Squig #174,"4,444 Creatures from another world come to observe and imitate Humans.",174.png,Purple,Dark Brown,Squig,OG,Black Jacket,Smile,Cyclops,Pink Beanie,None,
175,Squig #175,"4,444 Creatures from another world come to observe and imitate Humans.",175.png,Grey,Green Elf,Squig Elf,OG,Born Ugly Tee,Afraid,Angry Cyclops,Crown,None,
176,Squig #176,"4,444 Creatures from another world come to observe and imitate Humans.",176.png,Green Portal,Purple Elf,Squig Elf,OG,Black Tank,Afraid,Angry Triple,Green Beanie,None,
177,Squig #177,"4,444 Creatures from another world come to observe and imitate Humans.",177.png,Green Splash,Dark Brown,Squig,OG,Pink Hoodie,Sad,Angry Triple,Yellow Bowl,None,
178,Squig #178,"4,444 Creatures from another world come to observe and imitate Humans.",178.png,Pink,Dark Robot,Robot,OG,Iridescent Bralette,Neutral,Triple,Crown,None,
179,Squig #179,"4,444 Creatures from another world come to observe and imitate Humans.",179.png,Yellow,Green Elf,Squig Elf,OG,Baseball Jersey Red,Giant Tongue,Suspect Cyclops,Ugly Black Cap,Gold Earring,
180,Squig #180,"4,444 Creatures from another world come to observe and imitate Humans.",180.png,Green Boom,Amphibian Green,Amphibian,OG,White Tank,Tape,Bionic,Yellow Bowl,None,
181,Squig #181,"4,444 Creatures from another world come to observe and imitate Humans.",181.png,Pink,Purple,Squig,OG,Blue Overalls,Afraid,Angry Cyclops,Pirate,None,
182,Squig #182,"4,444 Creatures from another world come to observe and imitate Humans.",182.png,Green Boom,Brown Elf,Squig Elf,OG,Black Tee,Tape,Cyclops,Bunny,None,
183,Squig #183,"4,444 Creatures from another world come to observe and imitate Humans.",183.png,Yellow Boom,Green,Squig,OG,Born Ugly Tank Yellow,Ugly Candy,Angry Cyclops,Watermelon Bucket,None,
184,Squig #184,"4,444 Creatures from another world come to observe and imitate Humans.",184.png,Purple Splash,Beige Elf,Squig Elf,OG,Blue Surf Lycra,Sad,Triple,Green Cap,None,
185,Squig #185,"4,444 Creatures from another world come to observe and imitate Humans.",185.png,Grey Splash,Beige Elf,Squig Elf,OG,Cowboy Green,Oh,Cyclops Lashes,Pink Bowl,None,
186,Squig #186,"4,444 Creatures from another world come to observe and imitate Humans.",186.png,Orange Splash,Dark Brown,Squig,OG,Black Sweat,Ugly Candy,Bionic Lashes,Blonde Pigtails,None,
187,Squig #187,"4,444 Creatures from another world come to observe and imitate Humans.",187.png,Orange,Zombie,Zombie,OG,Flowers Shirt,Toothless,Sleepy Triple,Multi Cap,Blunt,
188,Squig #188,"4,444 Creatures from another world come to observe and imitate Humans.",188.png,Light Blue,Dark Brown,Squig,OG,Black Jacket,Neutral,Angry Triple Lashes,Bow,None,
189,Squig #189,"4,444 Creatures from another world come to observe and imitate Humans.",189.png,Orange Boom,Green Elf,Squig Elf,OG,Varsity Green,Smile,Angry Cyclops Lashes,Parted,None,
190,Squig #190,"4,444 Creatures from another world come to observe and imitate Humans.",190.png,Purple,Brown,Squig,OG,Black Hoodie,Sad,Triple,Rice Dome,None,
191,Squig #191,"4,444 Creatures from another world come to observe and imitate Humans.",191.png,Grey,Brown,Squig,OG,Naked,Sad,Cyclops Lashes,Blonde Hair Bandana,Sad Necklace,
192,Squig #192,"4,444 Creatures from another world come to observe and imitate Humans.",192.png,Light Blue,Dark Brown Elf,Squig Elf,OG,Futuristic Armor,Open,Angry Triple Lashes,Green Ugly Cap,None,
193,Squig #193,"4,444 Creatures from another world come to observe and imitate Humans.",193.png,Pink,Purple,Squig,OG,Multi Overalls,Afraid,Sleepy Triple,Green Cap,Sad Necklace,
194,Squig #194,"4,444 Creatures from another world come to observe and imitate Humans.",194.png,Purple Boom,Dark Brown,Squig,OG,Army Tee,Neutral,Cyclops,Mountie,None,
195,Squig #195,"4,444 Creatures from another world come to observe and imitate Humans.",195.png,Pink,Amphibian Purple,Amphibian,OG,Black Sweat,Afraid,Triple,Purple Punk,None,
196,Squig #196,"4,444 Creatures from another world come to observe and imitate Humans.",196.png,Green Boom,Purple,Squig,OG,Baseball Jersey Red,Smile,Cyclops Lashes,Grey Boom Bucket,Multi Earring,
197,Squig #197,"4,444 Creatures from another world come to observe and imitate Humans.",197.png,Orange,Dark Brown Elf,Squig Elf,OG,Boxing Gloves,Smile,Anger Cyclops,Crown,None,
198,Squig #198,"4,444 Creatures from another world come to observe and imitate Humans.",198.png,Purple Portal,Purple,Squig,OG,XRay Tee,Afraid,Triple Lashes,Captain,Monocle,
199,Squig #199,"4,444 Creatures from another world come to observe and imitate Humans.",199.png,Purple Portal,Beige Elf,Squig Elf,OG,Fastfood Shirt,Sad,Triple Lashes,Blue Ugly Cap,None,
200,Squig #200,"4,444 Creatures from another world come to observe and imitate Humans.",200.png,Grey Splash,Dark Brown,Squig,OG,Ugly Lifeguard,Ugly Candy,Triple Lashes,White Backwards Cap,None,
201,Squig #201,"4,444 Creatures from another world come to observe and imitate Humans.",201.png,Yellow,Brown Elf,Squig Elf,OG,Green Polo,Giant Tongue,Surgery Lashes,Green Beanie,Gold Earring,
202,Squig #202,"4,444 Creatures from another world come to observe and imitate Humans.",202.png,Orange,Beige Elf,Squig Elf,OG,Born Ugly Tee,Sad,Triple Lashes,Blonde Hair Bandana,None,
203,Squig #203,"4,444 Creatures from another world come to observe and imitate Humans.",203.png,Purple Boom,Green,Squig,OG,Green White Polo,Afraid,Eye Patch,Proud To Be Ugly,None,
204,Squig #204,"4,444 Creatures from another world come to observe and imitate Humans.",204.png,Purple,Dark Zombie,Zombie,OG,Black Tank,Neutral,Triple Lashes,Cowboy,None,
205,Squig #205,"4,444 Creatures from another world come to observe and imitate Humans.",205.png,Yellow,Dark Zombie,Zombie,OG,Red Tracksuit,Blue Tongue,Angry Cyclops,Yellow Punk,None,
206,Squig #206,"4,444 Creatures from another world come to observe and imitate Humans.",206.png,Light Blue Boom,Green Elf,Squig Elf,OG,Ugly Side of the Moon,Smile,Anger Cyclops,White Bowl,Parakeet,
207,Squig #207,"4,444 Creatures from another world come to observe and imitate Humans.",207.png,Green Splash,Amphibian Red,Amphibian,OG,Super Ugly,Smile,Cyclops Lashes,Bald,None,
208,Squig #208,"4,444 Creatures from another world come to observe and imitate Humans.",208.png,Light Blue Portal,Dark Brown Elf,Squig Elf,OG,Ugly Football Club Black,Oh,Angry Cyclops,Pink Sunhat,None,
209,Squig #209,"4,444 Creatures from another world come to observe and imitate Humans.",209.png,Pink Portal,Dark Brown,Squig,OG,Native Shirt,Giant Iridescent Tongue,Angry Triple,Green Cap,Gold Earring,
210,Squig #210,"4,444 Creatures from another world come to observe and imitate Humans.",210.png,Purple Boom,Purple,Squig,OG,Fast Food Hoodie,Smile,Triple Lashes,Green Ugly Cap,None,
211,Squig #211,"4,444 Creatures from another world come to observe and imitate Humans.",211.png,Grey Splash,Dark Brown,Squig,OG,Purple Tee,Oh,Angry Cyclops,Construction Cone,None,
212,Squig #212,"4,444 Creatures from another world come to observe and imitate Humans.",212.png,Orange Splash,Crystal,Squig,OG,White Tank,Neutral,Triple Lashes,Brown Hair Bandana,None,
213,Squig #213,"4,444 Creatures from another world come to observe and imitate Humans.",213.png,Pink,Amphibian Red,Amphibian,OG,Fishnet,Giant Iridescent Tongue,Triple,Pink Bowl,None,
214,Squig #214,"4,444 Creatures from another world come to observe and imitate Humans.",214.png,Pink Portal,Beige,Squig,OG,Ugly Football Club,Neutral,Triple,Pink Beanie,None,
215,Squig #215,"4,444 Creatures from another world come to observe and imitate Humans.",215.png,Green,Robot,Robot,OG,Green Tee,Duck,Sleepy Triple,Yellow Punk,None,
216,Squig #216,"4,444 Creatures from another world come to observe and imitate Humans.",216.png,Light Blue Boom,Zombie,Zombie,OG,White Army Tee,Neutral,Bionic,Pink Sunhat,Gold Earring,
217,Squig #217,"4,444 Creatures from another world come to observe and imitate Humans.",217.png,Grey Splash,Brown,Squig,OG,Boxing Gloves,Mustache,Triple,Brown Pigtails,None,
218,Squig #218,"4,444 Creatures from another world come to observe and imitate Humans.",218.png,Green,Brown Elf,Squig Elf,OG,Red Bathrobe,Open,Angry Triple Lashes,Giant Purple Mountie,None,
219,Squig #219,"4,444 Creatures from another world come to observe and imitate Humans.",219.png,Green Portal,Zombie,Zombie,OG,Black Tee,Neutral,Triple Lashes,Mountie,Sad Necklace,
220,Squig #220,"4,444 Creatures from another world come to observe and imitate Humans.",220.png,Yellow,Crystal Elf,Squig Elf,OG,Ugly Tracksuit,Oh,Angry Triple Lashes,Black Backwards Cap,Monocle,
221,Squig #221,"4,444 Creatures from another world come to observe and imitate Humans.",221.png,,,,OG,,,,,,Purple Yeti
222,Squig #222,"4,444 Creatures from another world come to observe and imitate Humans.",222.png,Grey Portal,Beige,Squig,OG,Black Tank,Sad,Triple,Ugly Pale Ale,Multi Earring,
223,Squig #223,"4,444 Creatures from another world come to observe and imitate Humans.",223.png,Pink Splash,Green Elf,Squig Elf,OG,Yellow Pink Polo,Open,Cyclops Lashes,Afro Brown,Gold Earring,
224,Squig #224,"4,444 Creatures from another world come to observe and imitate Humans.",224.png,Pink,Beige,Squig,OG,Iridescent Bralette,Mustache,Triple Lashes,Green Cap,None,
225,Squig #225,"4,444 Creatures from another world come to observe and imitate Humans.",225.png,Pink,Brown Elf,Squig Elf,OG,Born Ugly Tank,Sad,Cyclops,Fire,None,
226,Squig #226,"4,444 Creatures from another world come to observe and imitate Humans.",226.png,Orange Portal,Purple,Squig,OG,Army Tee,Mustache,Bionic Lashes,Pink Sunhat,None,
227,Squig #227,"4,444 Creatures from another world come to observe and imitate Humans.",227.png,Light Blue Splash,Brown,Squig,OG,Blue Tracksuit,Oh,Bionic,Watermelon Bucket,Green Laser,
228,Squig #228,"4,444 Creatures from another world come to observe and imitate Humans.",228.png,Green Portal,Beige,Squig,OG,Yellow Puffy,Smile,Angry Cyclops Lashes,Brain Bucket,None,
229,Squig #229,"4,444 Creatures from another world come to observe and imitate Humans.",229.png,Orange Boom,Dark Brown Elf,Squig Elf,OG,Blue Overalls,Afraid,Triple Lashes,Rainbow,None,
230,Squig #230,"4,444 Creatures from another world come to observe and imitate Humans.",230.png,Sky,Crystal Elf,Squig Elf,OG,Born Ugly Tee,Giant Tongue,Suspect Cyclops,Brown Hair Bandana,None,
231,Squig #231,"4,444 Creatures from another world come to observe and imitate Humans.",231.png,Purple,Zombie,Zombie,OG,Blue Puffy,Neutral,Angry Cyclops Lashes,Pot Head,None,
232,Squig #232,"4,444 Creatures from another world come to observe and imitate Humans.",232.png,Light Blue Portal,Beige,Squig,OG,Flowers Shirt,Smile,Triple,Human Air,None,
233,Squig #233,"4,444 Creatures from another world come to observe and imitate Humans.",233.png,Orange Boom,Dark Robot,Robot,OG,Black Suit,Giant Tongue,Angry Triple,Yellow Bowl,None,
234,Squig #234,"4,444 Creatures from another world come to observe and imitate Humans.",234.png,Purple Boom,Beige Elf,Squig Elf,OG,White Tee,Neutral,Triple,Mountie,None,
235,Squig #235,"4,444 Creatures from another world come to observe and imitate Humans.",235.png,Light Blue Boom,Brown Elf,Squig Elf,OG,Varsity Green,Duck,Angry Cyclops,Plunger,None,
236,Squig #236,"4,444 Creatures from another world come to observe and imitate Humans.",236.png,Purple Splash,Dark Brown,Squig,OG,Baseball Jersey Blue,Neutral,Angry Cyclops Lashes,Bow,None,
237,Squig #237,"4,444 Creatures from another world come to observe and imitate Humans.",237.png,Yellow Portal,Dark Brown Elf,Squig Elf,OG,Neanderthal Suit,Neutral,Triple,Crown,Gold Earring,
238,Squig #238,"4,444 Creatures from another world come to observe and imitate Humans.",238.png,Grey Boom,Amphibian Red,Amphibian,OG,Fishnet,Open,Triple Lashes,Nurse,None,
239,Squig #239,"4,444 Creatures from another world come to observe and imitate Humans.",239.png,Purple Boom,Green Elf,Squig Elf,OG,Beavis Tee,Smile,Suspect Cyclops,White Backwards Cap,Gold Earring,
240,Squig #240,"4,444 Creatures from another world come to observe and imitate Humans.",240.png,Grey Boom,Brown Elf,Squig Elf,OG,Dog Tank,Sad,Eye Patch,Nurse,Sad Necklace,
241,Squig #241,"4,444 Creatures from another world come to observe and imitate Humans.",241.png,Light Blue,Brown,Squig,OG,Black Tee,Sad,Angry Cyclops Lashes,3D,Smile Necklace,
242,Squig #242,"4,444 Creatures from another world come to observe and imitate Humans.",242.png,Pink Boom,Crystal Elf,Squig Elf,OG,Born Ugly Tank,Sad,Cyclops Lashes,Fire,None,
243,Squig #243,"4,444 Creatures from another world come to observe and imitate Humans.",243.png,Yellow Splash,Amphibian Green,Amphibian,OG,Pink Jacket,Sad,Angry Cyclops Lashes,Pink Bowl,None,
244,Squig #244,"4,444 Creatures from another world come to observe and imitate Humans.",244.png,Pink Splash,Brown,Squig,OG,Beige Jacket,Toothless,Triple Lashes,Pink Ugly Cap,Monocle,
245,Squig #245,"4,444 Creatures from another world come to observe and imitate Humans.",245.png,Pink,Beige,Squig,OG,White Army Tee,Tongue,Eye Patch,Giant Purple Mountie,None,
246,Squig #246,"4,444 Creatures from another world come to observe and imitate Humans.",246.png,Purple,Dark Brown,Squig,OG,Black Sweat,Oh,Suspect Cyclops,Pink Cowboy,None,
247,Squig #247,"4,444 Creatures from another world come to observe and imitate Humans.",247.png,Purple Portal,Brown,Squig,OG,Basketball Red,Tongue,Cyclops,Pink Beanie,None,
248,Squig #248,"4,444 Creatures from another world come to observe and imitate Humans.",248.png,Green Splash,Brown Elf,Squig Elf,OG,White Bralette,Sad,Bionic Lashes,Crown,None,
249,Squig #249,"4,444 Creatures from another world come to observe and imitate Humans.",249.png,Sky,Dark Brown,Squig,OG,Multi Overalls,Toothless,Cyclops,Space Brain,Smile Necklace,
250,Squig #250,"4,444 Creatures from another world come to observe and imitate Humans.",250.png,Purple Portal,Green Elf,Squig Elf,OG,Green Polo,Smile,Angry Cyclops Lashes,White Backwards Cap,None,
251,Squig #251,"4,444 Creatures from another world come to observe and imitate Humans.",251.png,Pink Splash,Purple Elf,Squig Elf,OG,Flowers Shirt,Oh,Cyclops,Visor With Hair,None,
252,Squig #252,"4,444 Creatures from another world come to observe and imitate Humans.",252.png,Green Splash,Amphibian Green,Amphibian,OG,Black Sweat,Sewn,Triple Lashes,Black Cap,None,
